countrycode,country,gleam_region,bovine,muttongoat,pig,poultry,eggs,milk
84,Greece,w_europe,2.6352999,1.7812001,2.6024499,2.2374499,1.02565,9.9535494
86,Grenada,lac,0.76284999,0.20805,1.4198501,4.7340503,1.01835,3.51495
89,Guatemala,lac,0.89060003,0.032850001,0.4964,1.7739,1.4454,1.6753501
90,Guinea,ssa,0.83950001,0.20074999,0.01825,0.1825,0.18979999,0.61319995
91,Guyana,lac,0.44530001,0.14964999,0.146,3.8908999,0.080300003,4.0770502
93,Haiti,lac,0.65335,0.1168,0.44530001,0.64969999,0.051099997,0.59859997
95,Honduras,lac,1.24465,0.00365,0.60955,2.263,0.47449997,3.3434
96,"China, Hong Kong SAR",e_se_asia,3.20105,0.31389999,5.6757498,8.1176004,1.4709501,2.5987999
97,Hungary,e_europe,0.61319995,0.014599999,3.9821498,3.3799002,1.5841001,5.3326497
98,Croatia,w_europe,1.3432001,0.1241,3.65365,1.06945,1.0658001,6.4422498
99,Iceland,w_europe,1.69725,2.2520502,1.8724501,3.3945,0.85044998,11.2931
100,India,s_asia,0.18979999,0.091250002,0.032850001,0.2263,0.25185001,2.8177998
101,Indonesia,e_se_asia,0.33215001,0.065700002,0.32120001,0.79935002,0.53654999,0.41975001
102,Iran (Islamic Republic of),s_asia,0.92344999,0.47449997,0,3.2813499,0.70810002,1.8469
103,Iraq,ne_na,0.32484999,0.25549999,0,1.3249501,0.81029999,1.022
104,Ireland,w_europe,3.3543499,0.44895002,2.9674499,3.5076499,1.04755,8.3548498
105,Israel,ne_na,3.91645,0.2482,0.24090001,10.0521,1.1095999,6.8108997
106,Italy,w_europe,3.4127502,0.15329999,3.9930999,2.6499002,1.314,6.6393499
107,Cote d'Ivoire,ssa,0.31025001,0.098550007,0.10585,0.23359999,0.14964999,0.32120001
108,Kazakhstan,ne_na,3.4236999,1.2154499,1.5293499,1.7300999,0.94169992,9.3367004
109,Jamaica,lac,0.69714999,0.25185001,0.28469998,6.5189004,0.146,3.2338998
110,Japan,e_se_asia,1.2775,0.01825,2.0002,2.3688498,2.1863499,2.6170499
112,Jordan,ne_na,0.71904999,0.79935002,0.00365,4.3653998,0.73365003,2.8032
113,Kyrgyzstan,ne_na,2.0658998,1.2191,0.5183,1.01105,0.47449997,6.789
114,Kenya,ssa,1.6571,0.30659997,0.025549999,0.080300003,0.19345,2.96015
115,Cambodia,e_se_asia,0.75189996,0,0.86504996,0.21900001,0.15329999,0.083950005
116,Democratic People's Republic of Korea,e_se_asia,0.1241,0.098550007,0.50370002,0.19710001,0.50005001,0.1314
117,Republic of Korea,e_se_asia,1.6059999,0.014599999,3.14995,1.8687999,1.2665501,0.83585
118,Kuwait,ne_na,1.4162,2.0804999,0,9.3585997,1.3359001,4.9968495
119,Latvia,w_europe,0.78110003,0.040150002,3.6280999,2.7593999,1.4928501,7.4970999
120,Lao People's Democratic Republic,e_se_asia,0.89790004,0.032850001,1.01835,0.43435001,0.21169999,0.094899997
121,Lebanon,ne_na,2.8652501,0.4526,0.18979999,2.6352999,0.56209999,2.9491999
122,Lesotho,ssa,0.77380002,0.47084996,0.30294999,0.58765,0.083950005,0.58399999
123,Liberia,ssa,0.069349997,0.065700002,0.33580002,0.7008,0.19345,0.0876
126,Lithuania,w_europe,0.59859997,0.029199999,5.5954504,2.9309499,1.39065,9.4169998
128,"China, Macao SAR",e_se_asia,1.7154999,0.13505,5.62465,4.1792498,1.48555,2.4747002
129,Madagascar,ssa,1.1205499,0.091250002,0.30659997,0.41975001,0.076649994,0.81759995
130,Malawi,ssa,0.31389999,0.25185001,0.22265001,0.19710001,0.11315,0.15695
131,Malaysia,e_se_asia,0.81395,0.10585,0.95995003,4.599,1.679,0.91250002
132,Maldives,s_asia,0.85044998,0.091250002,0.1241,1.4673001,1.0877,2.8433502
133,Mali,ssa,1.5110999,1.1899,0.0219,0.37594998,0.10219999,3.8908999
134,Malta,w_europe,2.3615499,0.15329999,3.1025,3.9054999,1.1607001,6.0480499
136,Mauritania,ssa,0.95995003,1.5768001,0,0.36864999,0.13869999,5.7158999
137,Mauritius,ssa,0.90154999,0.55115002,0.34674999,4.7304001,0.56209999,4.1208501
138,Mexico,lac,2.4126501,0.146,1.55855,3.0185502,1.7520001,3.4784501
141,Mongolia,e_se_asia,2.2849002,6.4203501,0.01825,0.21900001,0.146,3.51495
143,Morocco,ne_na,0.91250002,0.69349998,0.00365,2.4783502,0.63145,1.6059999
144,Mozambique,ssa,0.14234999,0.12774999,0.44530001,0.21169999,0.10585,0.13505
146,Republic of Moldova,e_europe,0.37594998,0.032850001,1.9637001,1.9783001,1.1242,5.1975999
147,Namibia,ssa,1.387,0.92344999,0.37594998,0.93804997,0.15695,1.93085
149,Nepal,s_asia,0.93804997,0.30294999,0.069349997,0.076649994,0.12045,1.7666001
150,Netherlands,w_europe,2.8032,0.1168,3.72665,2.4820001,1.5841001,10.67625
151,Netherlands Antilles (former),lac,0.5183,0.38690001,2.3980501,7.665,0.43800002,6.7014003
153,New Caledonia,oceania,2.3834503,0.36500001,1.68265,5.1319003,0.86870003,4.4092002
154,North Macedonia,w_europe,1.2921,0.13505,0.93075001,2.1936502,1.00375,4.9384499
155,Vanuatu,oceania,1.2629,0.036499999,1.7009,1.41255,0.29565001,0.94899994
156,New Zealand,oceania,2.5148499,2.5258,1.7629499,4.09165,1.0658001,2.9455497
157,Nicaragua,lac,0.76284999,0,0.28835002,2.09145,0.40515,2.6645
158,Niger,ssa,1.24465,0.64969999,0.01095,0.12774999,0.025549999,2.0804999
159,Nigeria,ssa,0.29929999,0.40515,0.17155001,0.23359999,0.37594998,0.28469998
162,Norway,w_europe,2.4382,0.66795003,2.2885501,2.5586503,1.25195,8.0081005
165,Pakistan,s_asia,1.0658001,0.36864999,0,0.50370002,0.292,6.6503
166,Panama,lac,2.8032,0.00365,1.0512,3.1682003,0.45989999,3.7375998
167,Czechia,e_europe,1.2483001,0.032850001,4.3179502,2.8397002,1.3651,7.3985505
169,Paraguay,lac,1.6242499,0.076649994,3.1244001,0.60589999,1.90895,2.5002501
170,Peru,lac,0.89424998,0.1314,0.47814998,2.0987501,0.66064996,1.8979999
171,Philippines,e_se_asia,0.63509995,0.091250002,2.0294001,1.2994,0.44530001,0.50370002
173,Poland,e_europe,0.44530001,0.00365,6.2196002,3.1682003,1.2665501,5.2778997
174,Portugal,w_europe,2.5696001,0.31389999,4.2011499,4.4457002,1.1242,6.1247001
175,Guinea-Bissau,ssa,0.58765,0.21169999,1.0001,0.23359999,0.072999999,0.60955
176,Timor-Leste,e_se_asia,0.21169999,0.069349997,1.01105,0.59130001,0.21534999,0.28105
181,Zimbabwe,ssa,1.1023,0.14234999,0.29565001,0.75554997,0.21169999,0.96725005
183,Romania,e_euopre,1.1278499,0.38690001,2.8543,2.5331001,1.4198501,8.4096003
184,Rwanda,ssa,0.3723,0.25915,0.076649994,0.15695,0.025549999,0.61685002
185,Russian Federation,russianfed,2.5221498,0.1825,2.1644499,2.7557499,1.6059999,6.2816501
188,Saint Kitts and Nevis,lac,0.92344999,0.2701,0.98185003,6.7305999,0.48180002,2.8835001
189,Saint Lucia,lac,1.1971999,0.68984997,1.971,7.9387498,0.33945,3.5697
191,Saint Vincent and the Grenadines,lac,1.59505,0.1752,1.6242499,8.4680004,0.51464999,3.4309998
193,Sao Tome and Principe,ssa,0.41975001,0.0219,0.43800002,1.33225,0.31025001,0.66795003
194,Saudi Arabia,ne_na,0.88330007,0.79205006,0,5.9385505,0.5183,3.3725998
195,Senegal,ssa,0.77014995,0.36500001,0.098550007,0.43435001,0.1752,1.0402499
197,Sierra Leone,ssa,0.22995,0.0876,0.065700002,0.40879998,0.1752,0.1825
198,Slovenia,w_europe,2.7484503,0.13505,3.9967501,3.2558,1.1023,7.8109999
199,Slovakia,e_europe,0.61685002,0.025549999,3.2776999,2.0658998,1.3505,4.3873005
202,South Africa,ssa,2.3761501,0.47084996,0.43069997,4.7887998,0.77014995,1.7666001
203,Spain,w_europe,1.971,0.35405001,4.7887998,4.1354504,1.5622001,5.3436003
206,Sudan (former),ne_na,1.19355,1.5476,0,0.1168,0.072999999,6.3400502
207,Suriname,lac,1.5293499,0.01095,0.84679997,4.0697498,0.39420003,1.93815
208,Tajikistan,ne_na,0.57305002,0.69349998,0.10585,0.39785001,0.18979999,1.8615
209,Eswatini,ssa,2.3469501,0.26280001,0.146,0.65700001,0.098550007,1.63885
210,Sweden,w_europe,3.3288,0.15695,4.4165001,2.4308999,1.4381,10.13605
211,Switzerland,w_europe,2.71925,0.19345,3.2703998,2.3578999,1.2337,9.1615
213,Turkmenistan,ne_na,3.9018497,3.5769999,0.032850001,0.50735003,0.84314996,4.7340503
214,"China, Taiwan Province of",e_se_asia,0.78110003,0.15329999,4.2121,3.96755,1.4088999,1.2373501
215,United Republic of Tanzania,ssa,0.78840005,0.14964999,0.036499999,0.22265001,0.065700002,1.20085
216,Thailand,e_se_asia,0.42339998,0.00365,1.40525,1.4746,1.3359001,0.80299997
217,Togo,ssa,0.2263,0.22995,0.1825,0.72634995,0.091250002,0.12045
220,Trinidad and Tobago,lac,0.9271,0.34310001,0.91250002,5.7888999,0.41975001,3.4711502
221,Oman,ne_na,1.8031,2.1170001,0,3.6974499,0.72634995,5.0735002
222,Tunisia,ne_na,0.82490003,0.76649994,0,2.0367,0.77014995,3.4711502
223,Turkey,ne_na,1.55855,0.47084996,0,2.2520502,0.80665004,5.1830001
225,United Arab Emirates,ne_na,0.79570001,1.095,0,4.68295,0.63509995,4.1427498
226,Uganda,ssa,0.77014995,0.18979999,0.35405001,0.2263,0.098550007,1.18625
229,United Kingdom,w_europe,2.5294499,0.59130001,2.5659502,4.4712501,1.2263999,7.1138501
230,Ukraine,e_europe,1.33225,0.06205,1.73375,2.83605,1.81405,5.3144002
231,United States of America,northam,4.7814999,0.058399998,2.7338498,6.6722002,1.50015,8.0190496
233,Burkina Faso,ssa,1.1607001,0.48545,0.23359999,0.29565001,0.28469998,0.79935002
234,Uruguay,lac,3.8434501,1.9491001,1.1169,1.9199001,1.3103499,6.7743998
235,Uzbekistan,ne_na,3.5258999,0.48545,0.0876,0.14234999,0.50370002,4.4639497
236,Venezuela (Bolivarian Republic of),lac,2.2265,0.040150002,0.66795003,5.7232003,0.64604998,3.7375998
237,Viet Nam,e_se_asia,0.68255001,0.025549999,3.7521999,1.4016,0.38324997,0.53654999
238,Ethiopia,ssa,0.70810002,0.22265001,0.00365,0.083950005,0.040150002,1.6607502
244,Samoa,oceania,1.5037999,1.10595,2.20825,6.3400502,0.61319995,1.1242
249,Yemen,ne_na,0.69714999,0.45625001,0,1.4198501,0.2263,1.10595
251,Zambia,ssa,0.82490003,0.098550007,0.20074999,0.40149999,0.33945,0.26645002
255,Belgium,w_europe,2.35425,0.18979999,3.1572497,1.60235,1.31765,8.5811501
256,Luxembourg,w_europe,4.3508,0.22995,4.5187001,2.5367501,1.01835,8.0190496
272,Serbia,w_europe,1.43445,0.31754997,3.1098001,1.095,0.73000002,4.8508501
273,Montenegro,w_europe,1.91625,0.20805,4.7304001,1.82135,0.72634995,10.01925
351,China,e_se_asia,0.67160004,0.40515,3.9638999,1.51475,2.09145,1.0658001
